age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note
24,Male,B.Sc,1.0,Junior,SME,Tier-1,5.0,1.0,0,2.0,53757,52.0,2024-08-09,No relevant project mentioned
33,Female,B.Sc+Cert,13.0,Junior,Startup,Tier-2,5.0,,0,2.0,143334,76.0,2023-04-14,Experience in data cleaning and ETL
33,Male,B.Sc+Cert,9.0,Mid,SME,Tier-1,5.0,2.0,0,5.0,148725,61.0,2024-01-08,No relevant project mentioned
33,Male,B.Sc,12.0,Mid,Startup,Tier-1,6.0,1.0,0,5.0,161056,72.0,2024-10-10,Built ML pipeline for preprocessing
53,Female,M.Sc,29.0,Senior,SME,Tier-1,2.0,0.0,0,4.0,295552,59.0,2023-10-09,Worked on microservices deployment
33,Female,B.Sc,12.0,Junior,Startup,Tier-1,,1.0,0,2.0,149398,,2023-10-10,Built ML pipeline for preprocessing
37,Male,PhD,15.0,Junior,Startup,Tier-1,8.0,1.0,0,3.0,162534,58.0,2024-04-21,Built ML pipeline for preprocessing
36,Male,B.Sc,13.0,Mid,Startup,Tier-1,6.0,0.0,0,4.0,128848,42.0,2023-08-23,Worked on microservices deployment
34,Male,PhD,9.0,Senior,SME,Tier-1,8.0,1.0,1,0.0,182535,64.0,2024-12-02,Built ML pipeline for preprocessing
28,Male,M.Sc,5.0,Junior,Enterprise,Tier-2,2.0,0.0,1,1.0,93707,75.0,2023-06-27,Built ML pipeline for preprocessing
35,Male,B.Sc,11.0,Mid,Enterprise,Remote,5.0,1.0,1,0.0,151707,57.0,2023-12-04,Experience in data cleaning and ETL
25,Male,B.Sc,1.0,Mid,Startup,Remote,8.0,0.0,0,,53932,69.0,2024-05-16,Built ML pipeline for preprocessing
29,Female,PhD,5.0,Junior,SME,Tier-1,4.0,0.0,0,4.0,93974,44.0,2023-08-10,Experience in data cleaning and ETL
27,Male,B.Sc+Cert,8.0,Junior,SME,Tier-2,2.0,1.0,1,0.0,108626,44.0,2024-03-31,Built ML pipeline for preprocessing
30,Male,B.Sc,10.0,Junior,SME,Remote,4.0,1.0,1,3.0,114817,55.0,2024-12-26,No relevant project mentioned
44,Male,M.Sc,24.0,Senior,SME,Tier-1,2.0,0.0,0,1.0,319998,68.0,2024-12-25,None
20,Male,B.Sc,0.0,Mid,Startup,Tier-3,2.0,1.0,0,5.0,29704,,2023-12-25,Worked on microservices deployment
34,Male,B.Sc,10.0,Mid,SME,Tier-2,4.0,1.0,1,2.0,139782,59.0,2024-02-14,Contributed to open-source NLP repo
20,Male,B.Sc,0.0,Mid,SME,Remote,4.0,1.0,0,7.0,41240,,2024-08-27,Built ML pipeline for preprocessing
27,Female,B.Sc,6.0,Mid,Startup,Remote,4.0,1.0,0,,84362,53.0,2024-07-11,Built ML pipeline for preprocessing
37,Male,M.Eng,17.0,Mid,SME,Tier-2,10.0,3.0,0,6.0,198958,58.0,2024-04-06,No relevant project mentioned
30,Male,B.Sc,,Junior,SME,Tier-2,6.0,0.0,1,1.0,105764,64.0,2023-07-10,Contributed to open-source NLP repo
24,Male,M.Eng,1.0,Junior,Startup,Tier-1,7.0,1.0,0,2.0,63459,48.0,2023-05-25,Experience in data cleaning and ETL
26,Male,B.Sc,0.0,Junior,SME,Tier-1,,1.0,1,0.0,39981,71.0,2023-12-10,Experience in data cleaning and ETL
34,Male,B.Sc,8.0,Mid,Enterprise,Tier-2,9.0,2.0,0,3.0,107003,70.0,2024-09-07,No relevant project mentioned
26,Male,B.Sc,4.0,Junior,Enterprise,Tier-1,6.0,1.0,0,7.0,79894,46.0,2024-07-29,Experience in data cleaning and ETL
31,Male,B.Sc,7.0,Mid,SME,Tier-1,6.0,0.0,0,4.0,97275,63.0,2023-06-06,Worked on microservices deployment
30,Male,B.Sc,5.0,Junior,SME,Tier-1,4.0,0.0,0,2.0,83074,53.0,2023-11-04,Worked on microservices deployment
26,Female,B.Sc,3.0,Senior,SME,Remote,6.0,0.0,1,1.0,89337,73.0,2023-05-08,Built ML pipeline for preprocessing
43,Other,M.Sc,21.0,Junior,SME,Tier-1,3.0,0.0,1,1.0,229589,73.0,2023-01-24,Built ML pipeline for preprocessing
34,Female,B.Sc,11.0,Junior,Startup,Tier-1,9.0,2.0,0,,141062,54.0,2023-05-05,No relevant project mentioned
20,Female,B.Sc,0.0,Senior,SME,Tier-2,4.0,3.0,0,1.0,65467,43.0,2023-06-24,No relevant project mentioned
31,Male,B.Sc,7.0,Mid,SME,Tier-2,7.0,0.0,0,,113050,76.0,2023-04-11,Built ML pipeline for preprocessing
26,Female,B.Sc+Cert,1.0,Lead,SME,Tier-1,3.0,2.0,1,5.0,96332,54.0,2023-02-20,Built ML pipeline for preprocessing
35,Male,B.Sc+Cert,14.0,Junior,Enterprise,Remote,10.0,1.0,0,6.0,195742,75.0,2023-09-15,Worked on microservices deployment
25,Female,B.Sc,3.0,Junior,Enterprise,Tier-2,,1.0,0,1.0,61597,58.0,2024-10-22,None
29,Other,B.Sc,11.0,Mid,Startup,Tier-2,7.0,1.0,0,2.0,128066,,2023-06-17,Built ML pipeline for preprocessing
33,Female,B.Sc,12.0,Senior,Startup,Tier-1,7.0,0.0,0,2.0,152865,,2023-04-15,Built ML pipeline for preprocessing
35,Other,B.Sc+Cert,15.0,Junior,Startup,Tier-2,4.0,0.0,0,3.0,156923,,2024-08-03,Built ML pipeline for preprocessing
23,Male,B.Sc,0.0,Senior,Enterprise,Tier-3,5.0,2.0,0,0.0,47552,52.0,2023-02-04,None
28,Male,B.Sc,,Mid,Enterprise,Tier-1,5.0,2.0,0,4.0,64729,64.0,2024-03-03,Worked on microservices deployment
27,Male,B.Sc,,Senior,Enterprise,Tier-1,8.0,1.0,1,1.0,128977,69.0,2024-11-05,Built ML pipeline for preprocessing
26,Male,B.Sc,3.0,Mid,SME,Tier-1,7.0,0.0,1,2.0,68421,74.0,2023-12-05,None
41,Male,B.Sc,18.0,Junior,Enterprise,Remote,7.0,2.0,0,4.0,167476,49.0,2024-12-20,No relevant project mentioned
32,Male,M.Sc,9.0,Senior,SME,Tier-1,3.0,1.0,0,7.0,141825,55.0,2023-06-02,No relevant project mentioned
22,Other,B.Sc,0.0,Senior,Enterprise,Remote,4.0,0.0,1,4.0,67311,51.0,2024-05-20,Experience in data cleaning and ETL
36,Male,M.Sc,13.0,Mid,Enterprise,Tier-1,3.0,3.0,1,0.0,188224,66.0,2023-03-21,Built ML pipeline for preprocessing
43,Female,B.Sc,22.0,Junior,SME,Tier-2,,0.0,0,1.0,206181,58.0,2023-01-31,Worked on microservices deployment
36,Female,B.Sc,11.0,Junior,SME,Tier-2,6.0,1.0,0,0.0,135209,62.0,2023-08-13,Built ML pipeline for preprocessing
21,Female,B.Sc+Cert,0.0,Mid,Enterprise,Tier-1,,1.0,1,6.0,70063,64.0,2023-07-28,None
27,Female,B.Sc,3.0,Junior,SME,Tier-2,7.0,2.0,0,1.0,60985,,2023-06-29,Built ML pipeline for preprocessing
38,Male,M.Eng,13.0,Mid,Startup,Tier-1,1.0,0.0,0,6.0,166735,55.0,2024-02-23,None
26,Female,B.Sc,0.0,Junior,Startup,Tier-1,2.0,2.0,1,6.0,31707,,2024-05-11,No relevant project mentioned
33,Female,B.Sc,11.0,Mid,SME,Tier-3,6.0,0.0,0,,140772,50.0,2023-11-01,None
35,Male,B.Sc+Cert,14.0,Junior,SME,Tier-1,4.0,1.0,1,0.0,139423,63.0,2024-10-17,Built ML pipeline for preprocessing
24,Male,B.Sc,0.0,Mid,Startup,Tier-2,9.0,0.0,1,0.0,45863,54.0,2023-11-10,Contributed to open-source NLP repo
30,Female,B.Sc+Cert,6.0,Mid,Startup,Tier-1,5.0,0.0,0,4.0,100391,50.0,2023-11-30,Built ML pipeline for preprocessing
20,Male,B.Sc,0.0,Mid,SME,Tier-1,5.0,1.0,1,4.0,61527,45.0,2023-03-05,Built ML pipeline for preprocessing
24,Male,B.Sc+Cert,0.0,Mid,SME,Tier-2,2.0,1.0,0,6.0,39743,52.0,2023-11-04,Built ML pipeline for preprocessing
28,Male,B.Sc,4.0,Junior,Startup,Tier-2,5.0,0.0,1,0.0,63212,52.0,2023-02-09,Experience in data cleaning and ETL
23,Male,B.Sc,0.0,Mid,Startup,Tier-1,,2.0,1,3.0,45938,61.0,2023-08-31,Contributed to open-source NLP repo
40,Male,M.Sc,20.0,Senior,Startup,Tier-2,5.0,1.0,0,,215558,57.0,2023-12-27,Contributed to open-source NLP repo
21,Female,B.Sc+Cert,0.0,Mid,Startup,Tier-1,5.0,,0,1.0,45663,63.0,2023-09-02,Built ML pipeline for preprocessing
27,Male,B.Sc+Cert,7.0,Senior,Enterprise,Remote,5.0,3.0,0,2.0,155293,39.0,2024-08-31,Worked on microservices deployment
31,Male,M.Eng,10.0,Mid,Startup,Tier-1,9.0,5.0,1,2.0,159517,58.0,2023-05-25,Built ML pipeline for preprocessing
39,Male,,20.0,Senior,Enterprise,Tier-1,3.0,0.0,0,1.0,241483,62.0,2024-07-21,Worked on microservices deployment
21,Male,B.Sc,,Junior,SME,Tier-3,,0.0,0,,23910,45.0,2023-01-30,No relevant project mentioned
37,Female,B.Sc,15.0,Mid,Enterprise,Tier-1,3.0,3.0,1,2.0,180324,60.0,2024-09-11,Built ML pipeline for preprocessing
30,Male,B.Sc,6.0,Mid,Startup,Tier-1,3.0,1.0,0,,88279,64.0,2024-12-26,Experience in data cleaning and ETL
24,Male,B.Sc,0.0,Junior,Startup,Tier-1,4.0,3.0,0,1.0,39055,68.0,2024-03-03,Experience in data cleaning and ETL
33,Male,B.Sc,13.0,Mid,Startup,Remote,3.0,0.0,1,1.0,165297,,2024-01-17,No relevant project mentioned
31,Male,B.Sc,7.0,Junior,Startup,Remote,,0.0,1,6.0,90416,74.0,2024-03-28,Experience in data cleaning and ETL
26,Female,B.Sc,4.0,Mid,SME,Tier-3,2.0,0.0,0,5.0,57305,59.0,2024-09-07,Experience in data cleaning and ETL
30,Female,M.Sc,6.0,Mid,Startup,Tier-2,4.0,1.0,0,4.0,111171,65.0,2023-06-30,No relevant project mentioned
28,Male,B.Sc,6.0,Mid,Startup,Tier-2,7.0,1.0,1,0.0,97448,53.0,2024-05-12,None
31,Male,B.Sc,9.0,Lead,Enterprise,Tier-2,1.0,1.0,0,0.0,159293,74.0,2024-09-30,Experience in data cleaning and ETL
34,Male,B.Sc,13.0,Mid,SME,Tier-1,6.0,2.0,0,,156135,67.0,2023-07-17,No relevant project mentioned
40,Male,M.Sc,16.0,Mid,Startup,Remote,4.0,0.0,0,0.0,186218,67.0,2023-12-09,Worked on microservices deployment
23,Male,,0.0,Junior,Startup,Tier-1,5.0,1.0,0,2.0,45481,58.0,2023-02-02,Built ML pipeline for preprocessing
43,Male,M.Sc,22.0,Senior,Startup,Tier-1,2.0,1.0,0,0.0,215934,69.0,2023-11-30,Contributed to open-source NLP repo
20,Male,,0.0,Mid,Enterprise,Remote,10.0,0.0,1,1.0,66064,62.0,2023-08-22,Contributed to open-source NLP repo
29,Male,B.Sc,,Mid,Enterprise,Tier-3,4.0,,0,5.0,79075,52.0,2024-07-01,Built ML pipeline for preprocessing
34,Female,B.Sc,11.0,Junior,Enterprise,Tier-1,6.0,1.0,1,5.0,145591,45.0,2024-06-13,None
32,Other,B.Sc,7.0,Mid,Enterprise,Tier-1,7.0,2.0,0,7.0,126851,49.0,2024-03-03,Worked on microservices deployment
26,Male,B.Sc,2.0,Junior,SME,Tier-2,3.0,0.0,0,6.0,42643,80.0,2023-09-23,None
29,Female,,7.0,Mid,Startup,Tier-2,3.0,0.0,0,3.0,89030,64.0,2023-10-22,Contributed to open-source NLP repo
27,Male,B.Sc,1.0,Senior,SME,Tier-2,9.0,1.0,1,1.0,71946,46.0,2024-03-15,No relevant project mentioned
26,Male,B.Sc+Cert,5.0,Mid,Enterprise,Tier-1,7.0,3.0,0,0.0,109767,55.0,2024-07-14,No relevant project mentioned
35,Female,,7.0,Mid,Enterprise,Remote,6.0,1.0,0,2.0,123171,74.0,2024-07-23,None
32,Female,B.Sc,9.0,Mid,SME,Tier-1,10.0,0.0,1,0.0,143981,63.0,2023-11-28,Built ML pipeline for preprocessing
26,Female,B.Sc,1.0,Mid,SME,Tier-2,7.0,2.0,1,5.0,61609,68.0,2023-05-31,None
35,Male,B.Sc,10.0,Mid,Enterprise,Tier-2,3.0,1.0,0,2.0,125314,62.0,2024-10-08,Built ML pipeline for preprocessing
32,Male,B.Sc,8.0,Mid,Startup,Tier-1,9.0,1.0,0,3.0,126360,65.0,2023-10-28,Contributed to open-source NLP repo
35,Female,B.Sc+Cert,15.0,Junior,Enterprise,Tier-1,2.0,0.0,1,3.0,181936,68.0,2023-12-11,Experience in data cleaning and ETL
34,Male,B.Sc,8.0,Junior,Startup,Remote,8.0,2.0,1,1.0,104171,67.0,2023-11-07,None
25,Male,M.Sc,2.0,Mid,SME,Remote,3.0,3.0,1,3.0,75387,64.0,2024-09-27,Worked on microservices deployment
27,Male,B.Sc,8.0,Mid,Startup,Tier-1,3.0,2.0,0,,113346,57.0,2023-07-02,Contributed to open-source NLP repo
34,Male,PhD,8.0,Junior,SME,Remote,5.0,1.0,0,3.0,130419,75.0,2024-12-17,No relevant project mentioned
34,Male,B.Sc,13.0,Mid,SME,Tier-1,3.0,0.0,1,4.0,168277,49.0,2023-05-27,Built ML pipeline for preprocessing
30,Male,,,Junior,SME,Tier-2,5.0,1.0,0,1.0,86379,59.0,2024-09-12,Worked on microservices deployment
31,Female,B.Sc,9.0,Junior,Enterprise,Tier-1,6.0,0.0,1,6.0,120812,60.0,2023-05-30,Built ML pipeline for preprocessing
38,Male,M.Sc,19.0,Mid,SME,Remote,7.0,1.0,1,1.0,225922,64.0,2023-09-24,Contributed to open-source NLP repo
26,Male,B.Sc,3.0,Mid,Enterprise,Tier-1,7.0,1.0,0,5.0,82871,57.0,2024-05-04,None
33,Male,B.Sc,11.0,Mid,Startup,Tier-2,6.0,1.0,0,,128719,45.0,2023-05-11,Experience in data cleaning and ETL
29,Male,B.Sc+Cert,8.0,Mid,Enterprise,Tier-3,3.0,2.0,0,0.0,126065,81.0,2023-05-27,No relevant project mentioned
29,Male,B.Sc+Cert,6.0,Lead,Startup,Tier-1,7.0,0.0,0,6.0,114153,53.0,2024-08-25,Contributed to open-source NLP repo
37,Male,B.Sc+Cert,11.0,Mid,Startup,Tier-2,3.0,1.0,0,7.0,119522,,2024-01-10,Built ML pipeline for preprocessing
35,Female,M.Sc,11.0,Junior,Startup,Tier-1,5.0,1.0,1,,145655,71.0,2024-04-29,Experience in data cleaning and ETL
35,Male,,11.0,Mid,SME,Tier-2,5.0,2.0,0,4.0,134213,34.0,2024-05-18,None
38,Female,B.Sc,14.0,Junior,Enterprise,Tier-1,1.0,1.0,0,6.0,176501,59.0,2024-05-18,No relevant project mentioned
30,Male,,5.0,Senior,Startup,Tier-2,1.0,1.0,0,0.0,86894,58.0,2023-08-07,Contributed to open-source NLP repo
34,Male,B.Sc,5.0,Junior,SME,Remote,4.0,1.0,0,6.0,83054,,2024-05-09,Built ML pipeline for preprocessing
28,Male,M.Sc,4.0,Mid,Enterprise,Tier-1,4.0,2.0,0,2.0,121955,49.0,2024-06-29,None
32,Male,B.Sc,10.0,Junior,SME,Tier-1,4.0,1.0,1,4.0,110641,54.0,2023-01-11,No relevant project mentioned
29,Female,B.Sc,3.0,Senior,Enterprise,Tier-2,3.0,2.0,1,2.0,82852,67.0,2023-09-18,Built ML pipeline for preprocessing
31,Male,M.Sc,6.0,Junior,Startup,Tier-3,9.0,0.0,0,2.0,90881,53.0,2023-03-12,No relevant project mentioned
34,Male,M.Eng,17.0,Lead,Enterprise,Remote,2.0,2.0,0,5.0,247544,53.0,2023-06-13,Worked on microservices deployment
25,Female,B.Sc,3.0,Junior,Startup,Tier-1,11.0,1.0,0,,66811,70.0,2023-09-18,Experience in data cleaning and ETL
43,Female,B.Sc,,Junior,Enterprise,Tier-1,4.0,2.0,0,2.0,256550,,2024-11-26,None
24,Female,B.Sc,0.0,Junior,SME,Tier-3,6.0,,0,2.0,29149,57.0,2024-10-06,Built ML pipeline for preprocessing
23,Male,B.Sc,0.0,Senior,SME,Tier-3,3.0,2.0,1,2.0,51411,68.0,2024-02-15,Contributed to open-source NLP repo
37,Female,B.Sc,12.0,Senior,Startup,Tier-2,4.0,2.0,1,1.0,151920,54.0,2024-02-20,Worked on microservices deployment
35,Male,M.Sc,14.0,Junior,Startup,Tier-1,3.0,1.0,1,0.0,154516,68.0,2023-12-11,Worked on microservices deployment
34,Male,M.Sc,12.0,Junior,Startup,Tier-1,2.0,1.0,1,1.0,138738,58.0,2023-08-22,Contributed to open-source NLP repo
34,Male,M.Sc,12.0,Mid,SME,Tier-1,5.0,3.0,0,1.0,168190,40.0,2023-01-15,Contributed to open-source NLP repo
30,Male,B.Sc,7.0,Junior,Startup,Remote,2.0,2.0,0,1.0,90127,69.0,2024-09-08,Built ML pipeline for preprocessing
25,Male,M.Eng,3.0,Junior,Enterprise,Tier-1,5.0,1.0,0,2.0,94410,60.0,2023-12-20,Built ML pipeline for preprocessing
30,Male,B.Sc,9.0,Junior,Startup,Tier-2,7.0,1.0,1,,108822,59.0,2024-04-27,None
26,Female,B.Sc,4.0,Junior,Enterprise,Tier-2,,2.0,0,0.0,76876,62.0,2024-03-13,Experience in data cleaning and ETL
36,Male,M.Eng,13.0,Junior,Startup,Tier-1,,1.0,1,0.0,150599,70.0,2023-01-20,None
29,Male,B.Sc,9.0,Junior,Startup,Tier-1,3.0,0.0,0,3.0,100019,56.0,2024-04-16,Contributed to open-source NLP repo
25,Male,B.Sc,4.0,Mid,Enterprise,Tier-2,7.0,1.0,1,2.0,99636,69.0,2023-06-11,Worked on microservices deployment
28,Female,B.Sc+Cert,4.0,Senior,Enterprise,Tier-1,6.0,2.0,0,1.0,113236,69.0,2024-09-30,Contributed to open-source NLP repo
32,Male,B.Sc,10.0,Junior,SME,Tier-1,5.0,0.0,0,0.0,107540,51.0,2023-02-03,Built ML pipeline for preprocessing
27,Male,M.Sc,2.0,Mid,Startup,Tier-1,5.0,1.0,1,1.0,79620,65.0,2023-04-25,Worked on microservices deployment
25,Female,B.Sc,3.0,Junior,SME,Tier-3,6.0,1.0,0,4.0,56910,65.0,2024-03-05,Worked on microservices deployment
31,Female,M.Sc,8.0,Mid,SME,Remote,4.0,0.0,1,2.0,142731,66.0,2023-01-21,Contributed to open-source NLP repo
31,Male,B.Sc,8.0,Junior,SME,Tier-2,5.0,0.0,0,0.0,95757,83.0,2023-06-16,Worked on microservices deployment
27,Male,B.Sc,4.0,Mid,SME,Tier-3,3.0,0.0,1,1.0,66525,52.0,2023-10-23,Built ML pipeline for preprocessing
27,Female,M.Sc,9.0,Junior,SME,Tier-2,4.0,1.0,0,7.0,105666,49.0,2023-06-21,Worked on microservices deployment
31,Male,B.Sc,3.0,Senior,Startup,Tier-2,5.0,1.0,0,,69959,54.0,2023-06-13,Built ML pipeline for preprocessing
21,Male,B.Sc,0.0,Junior,Enterprise,Remote,3.0,1.0,1,1.0,39706,53.0,2023-08-05,Contributed to open-source NLP repo
22,Female,B.Sc,0.0,Mid,Enterprise,Tier-2,6.0,0.0,0,5.0,42534,,2023-07-18,No relevant project mentioned
26,Male,B.Sc,6.0,Lead,Startup,Tier-1,4.0,0.0,0,1.0,109427,48.0,2023-02-19,No relevant project mentioned
29,Male,B.Sc,7.0,Mid,SME,Remote,,,1,,107367,53.0,2024-05-12,None
32,Male,B.Sc,9.0,Mid,Startup,Tier-3,3.0,1.0,1,0.0,99116,52.0,2024-03-17,Experience in data cleaning and ETL
39,Male,,19.0,Senior,Enterprise,Tier-1,1.0,2.0,0,0.0,224830,46.0,2023-11-26,Built ML pipeline for preprocessing
35,Male,B.Sc,,Junior,SME,Remote,8.0,1.0,0,2.0,128031,48.0,2023-11-26,None
29,Female,B.Sc,6.0,Junior,Startup,Tier-1,4.0,,1,0.0,92236,65.0,2023-10-21,Experience in data cleaning and ETL
30,Male,B.Sc,7.0,Lead,Startup,Tier-1,4.0,1.0,1,0.0,120137,,2023-10-07,Contributed to open-source NLP repo
24,Male,B.Sc,0.0,Junior,Startup,Tier-2,7.0,0.0,1,6.0,37834,52.0,2023-12-30,Built ML pipeline for preprocessing
30,Male,B.Sc+Cert,10.0,Senior,SME,Tier-1,4.0,0.0,0,0.0,146814,62.0,2024-07-24,Experience in data cleaning and ETL
28,Male,B.Sc,7.0,Junior,Enterprise,Tier-2,4.0,0.0,0,3.0,85910,69.0,2023-06-22,None
32,Female,B.Sc+Cert,10.0,Mid,Startup,Tier-1,9.0,0.0,0,1.0,106706,53.0,2023-06-03,None
25,Male,B.Sc,0.0,Mid,Startup,Tier-1,9.0,2.0,0,6.0,46170,65.0,2024-05-06,Built ML pipeline for preprocessing
33,Male,,12.0,Lead,SME,Tier-2,9.0,2.0,0,7.0,185359,58.0,2024-08-17,Experience in data cleaning and ETL
39,Male,B.Sc,20.0,Mid,Startup,Tier-2,3.0,1.0,0,1.0,157282,59.0,2023-09-24,Contributed to open-source NLP repo
29,Male,B.Sc+Cert,5.0,Junior,SME,Tier-1,6.0,2.0,0,2.0,82570,38.0,2024-10-01,No relevant project mentioned
32,Male,M.Sc,7.0,Mid,SME,Remote,8.0,0.0,0,4.0,111349,53.0,2024-11-28,Built ML pipeline for preprocessing
34,Female,B.Sc,11.0,Junior,SME,Tier-2,5.0,1.0,1,0.0,117974,60.0,2024-02-22,Built ML pipeline for preprocessing
28,Female,B.Sc,2.0,Senior,Enterprise,Tier-1,7.0,3.0,1,3.0,99900,62.0,2023-09-29,None
31,Male,B.Sc,6.0,Senior,Enterprise,Tier-1,9.0,1.0,0,5.0,127278,61.0,2024-03-18,None
30,Male,B.Sc+Cert,6.0,Mid,SME,Tier-3,2.0,2.0,1,0.0,82743,54.0,2024-05-27,No relevant project mentioned
31,Female,B.Sc,7.0,Senior,Enterprise,Tier-2,7.0,1.0,1,4.0,140258,41.0,2024-02-16,Contributed to open-source NLP repo
25,Female,B.Sc,1.0,Junior,Enterprise,Tier-1,7.0,1.0,0,0.0,57420,46.0,2023-01-15,No relevant project mentioned
30,Male,,11.0,Mid,Startup,Tier-1,2.0,1.0,0,,110344,,2023-03-21,No relevant project mentioned
33,Male,B.Sc,15.0,Mid,Startup,Tier-2,5.0,2.0,0,1.0,137839,70.0,2024-11-16,No relevant project mentioned
39,Male,B.Sc+Cert,18.0,Mid,Startup,Tier-1,10.0,0.0,0,2.0,205480,,2024-06-27,None
36,Female,M.Sc,13.0,Junior,SME,Tier-2,5.0,0.0,0,1.0,149521,,2024-07-04,Built ML pipeline for preprocessing
43,Female,M.Sc,21.0,Senior,Enterprise,Remote,,2.0,0,1.0,252215,60.0,2024-12-05,No relevant project mentioned
25,Male,B.Sc+Cert,0.0,Junior,SME,Tier-1,,1.0,0,3.0,37755,,2023-08-28,Experience in data cleaning and ETL
35,Male,B.Sc,14.0,Mid,SME,Remote,3.0,1.0,0,,165513,66.0,2024-08-07,Contributed to open-source NLP repo
31,Female,B.Sc,9.0,Junior,SME,Remote,5.0,2.0,0,1.0,97780,67.0,2024-08-27,Experience in data cleaning and ETL
43,Female,B.Sc,18.0,Senior,Startup,Remote,4.0,0.0,0,1.0,197018,,2023-03-30,Worked on microservices deployment
25,Other,B.Sc,5.0,Junior,SME,Remote,5.0,0.0,0,0.0,73391,54.0,2023-09-11,Built ML pipeline for preprocessing
25,Female,M.Sc,3.0,Mid,Startup,Tier-3,6.0,1.0,0,2.0,66163,61.0,2023-05-19,Contributed to open-source NLP repo
26,Male,B.Sc+Cert,5.0,Junior,Startup,Tier-2,5.0,0.0,0,0.0,67355,51.0,2024-12-10,None
20,Male,B.Sc,0.0,Mid,Enterprise,Tier-2,4.0,1.0,1,4.0,58857,72.0,2023-10-17,Built ML pipeline for preprocessing
27,Male,B.Sc,6.0,Junior,Enterprise,Tier-2,4.0,0.0,1,2.0,75694,68.0,2023-11-02,Built ML pipeline for preprocessing
25,Male,B.Sc+Cert,3.0,Mid,Enterprise,Remote,7.0,2.0,0,4.0,94168,74.0,2023-06-21,Contributed to open-source NLP repo
31,Male,B.Sc,11.0,Junior,Enterprise,Tier-1,3.0,3.0,1,0.0,138651,64.0,2024-06-09,None
32,Female,B.Sc,7.0,Senior,Enterprise,Tier-1,4.0,1.0,1,3.0,129474,52.0,2023-11-24,Worked on microservices deployment
41,Male,B.Sc,19.0,Junior,SME,Tier-1,6.0,1.0,0,1.0,214361,74.0,2023-06-02,Experience in data cleaning and ETL
36,Female,B.Sc+Cert,16.0,Junior,SME,Tier-3,3.0,0.0,0,0.0,142712,45.0,2024-12-08,No relevant project mentioned
27,Male,M.Sc,3.0,Mid,SME,Tier-3,4.0,2.0,0,3.0,70602,65.0,2023-06-27,No relevant project mentioned
25,Female,M.Sc,5.0,Junior,SME,Tier-2,,0.0,0,3.0,77469,76.0,2024-08-29,None
33,Male,M.Eng,14.0,Junior,SME,Tier-1,7.0,0.0,0,1.0,149445,44.0,2024-02-20,Built ML pipeline for preprocessing
22,Male,B.Sc,0.0,Senior,Enterprise,Tier-2,7.0,1.0,0,5.0,70892,64.0,2023-11-07,Experience in data cleaning and ETL
41,Male,B.Sc,,Lead,Startup,Tier-1,5.0,0.0,1,3.0,240004,60.0,2024-08-12,None
37,Male,M.Eng,15.0,Mid,SME,Tier-2,3.0,0.0,0,1.0,191951,53.0,2023-09-01,Experience in data cleaning and ETL
27,Female,B.Sc,1.0,Junior,SME,Tier-1,4.0,2.0,0,0.0,52001,36.0,2024-02-13,Contributed to open-source NLP repo
20,Female,M.Sc,0.0,Junior,Startup,Remote,7.0,0.0,0,1.0,40154,60.0,2023-08-08,Built ML pipeline for preprocessing
38,Male,B.Sc+Cert,13.0,Mid,Enterprise,Tier-2,5.0,1.0,1,1.0,172782,70.0,2024-12-19,Contributed to open-source NLP repo
29,Male,M.Sc,9.0,Junior,Startup,Tier-2,4.0,3.0,0,0.0,120027,61.0,2024-03-11,None
37,Male,M.Sc,11.0,Senior,SME,Tier-3,4.0,1.0,0,1.0,143573,,2023-07-03,Experience in data cleaning and ETL
20,Male,M.Eng,1.0,Junior,Startup,Tier-2,,3.0,0,0.0,41169,,2024-09-18,Built ML pipeline for preprocessing
26,Female,M.Eng,3.0,Lead,Enterprise,Tier-1,1.0,0.0,0,1.0,131272,59.0,2023-05-04,Built ML pipeline for preprocessing
30,Female,B.Sc,6.0,Mid,SME,Tier-2,6.0,0.0,0,0.0,92812,73.0,2023-08-26,Built ML pipeline for preprocessing
30,Male,B.Sc,,Senior,SME,Remote,,0.0,1,1.0,133377,,2024-09-11,Built ML pipeline for preprocessing
27,Female,,6.0,Junior,Enterprise,Tier-2,2.0,1.0,0,0.0,82244,48.0,2024-02-10,Contributed to open-source NLP repo
34,Male,M.Sc,11.0,Senior,SME,Tier-2,6.0,0.0,0,,156917,69.0,2024-07-12,No relevant project mentioned
24,Female,B.Sc,1.0,Junior,Startup,Remote,4.0,1.0,0,2.0,35137,73.0,2023-07-17,None
29,Male,M.Sc,8.0,Mid,Startup,Tier-3,4.0,1.0,1,3.0,102727,41.0,2024-07-16,Worked on microservices deployment
31,Female,B.Sc,8.0,Senior,Enterprise,Tier-2,6.0,1.0,0,7.0,125825,53.0,2024-12-06,Built ML pipeline for preprocessing
33,Female,M.Sc,9.0,Junior,SME,Tier-3,5.0,2.0,1,0.0,95312,69.0,2024-08-04,Contributed to open-source NLP repo
34,Male,B.Sc,,Mid,Startup,Remote,2.0,2.0,0,1.0,111674,35.0,2023-03-28,No relevant project mentioned
